Source,CH1
Second,Volt
-0.40296000000,-9.80000,
-0.40287996875,-9.80000,
-0.40280000000,-9.80000,
-0.40272000000,-9.80000,
-0.40264000000,-9.80000,
-0.40256000000,-9.80000,
-0.40247996875,-9.80000,
-0.40240000000,-9.80000,
-0.40232000000,-9.80000,
-0.40223996875,-9.80000,
-0.40216000000,-9.80000,
-0.40208000000,-9.80000,
-0.40199996875,-9.80000,
-0.40192000000,-9.80000,
-0.40184000000,-9.80000,
-0.40175996875,-9.80000,
-0.40168000000,-9.80000,
-0.40160000000,-9.80000,
-0.40151996875,-7.40000,
-0.40144000000,9.40000,
-0.40135996875,3.60000,
-0.40128000000,-3.00000,
-0.40120000000,-9.60000,
-0.40111996875,-9.80000,
-0.40104000000,-9.80000,
-0.40096000000,-9.80000,
-0.40087996875,-9.80000,
-0.40080000000,-9.80000,
-0.40072000000,-9.80000,
-0.40063996875,-9.80000,
-0.40056000000,-9.80000,
-0.40048000000,-9.80000,
-0.40039996875,-9.80000,
-0.40032000000,-9.80000,
-0.40024000000,-9.80000,
-0.40016000000,-9.80000,
-0.40008000000,-9.80000,
-0.39999996875,-9.80000,
-0.39992000000,-9.80000,
-0.39984000000,-9.80000,
-0.39975996875,-9.80000,
-0.39968000000,-9.80000,
-0.39960000000,-9.80000,
-0.39951996875,-9.80000,
-0.39944000000,-9.80000,
-0.39936000000,-9.80000,
-0.39927996875,-9.80000,
-0.39920000000,-9.80000,
-0.39912000000,-9.80000,
-0.39903996875,-9.80000,
-0.39896000000,-9.80000,
-0.39887996875,-9.80000,
-0.39880000000,-9.80000,
-0.39872000000,-9.80000,
-0.39863996875,-9.80000,
-0.39856000000,-9.80000,
-0.39848000000,-9.80000,
-0.39839996875,-9.80000,
-0.39832000000,-9.80000,
-0.39824000000,-9.80000,
-0.39815996875,-9.80000,
-0.39808000000,-9.80000,
-0.39800000000,-9.80000,
-0.39791996875,-9.80000,
-0.39784000000,-9.80000,
-0.39776000000,-9.80000,
-0.39768000000,-9.80000,
-0.39760000000,-9.80000,
-0.39751996875,-9.80000,
-0.39744000000,-9.80000,
-0.39736000000,-9.80000,
-0.39727996875,-9.80000,
-0.39720000000,-9.80000,
-0.39712000000,-9.80000,
-0.39703996875,-9.80000,
-0.39696000000,-9.80000,
-0.39688000000,-9.80000,
-0.39679996875,-9.80000,
-0.39672000000,-9.80000,
-0.39664000000,-9.80000,
-0.39655996875,-9.80000,
-0.39648000000,-9.80000,
-0.39640000000,-9.80000,
-0.39632000000,-9.80000,
-0.39624000000,-9.80000,
-0.39615996875,-9.80000,
-0.39608000000,-9.80000,
-0.39600000000,-9.80000,
-0.39591996875,-9.80000,
-0.39584000000,-9.80000,
-0.39576000000,-9.80000,
-0.39567996875,-9.80000,
-0.39560000000,-9.80000,
-0.39552000000,-9.80000,
-0.39543996875,-9.80000,
-0.39536000000,-9.80000,
-0.39528000000,-9.80000,
-0.39519996875,-9.80000,
-0.39512000000,-0.40000,
-0.39503996875,9.60000,
-0.39496000000,9.60000,
-0.39488000000,5.20000,
-0.39479996875,-2.80000,
-0.39472000000,-9.80000,
-0.39464000000,-9.80000,
-0.39455996875,-9.80000,
-0.39448000000,-0.20000,
-0.39440000000,-0.20000,
-0.39431996875,-7.80000,
-0.39424000000,-9.80000,
-0.39416000000,-9.80000,
-0.39407996875,-9.80000,
-0.39400000000,-9.80000,
-0.39392000000,-9.80000,
-0.39384000000,-9.80000,
-0.39376000000,-9.80000,
-0.39367996875,-9.80000,
-0.39360000000,-9.80000,
-0.39352000000,-9.80000,
-0.39343996875,-9.80000,
-0.39336000000,-9.80000,
-0.39328000000,-9.80000,
-0.39319996875,-9.80000,
-0.39312000000,-9.80000,
-0.39304000000,-9.80000,
-0.39295996875,-9.80000,
-0.39288000000,-9.80000,
-0.39280000000,-9.80000,
-0.39271996875,-9.80000,
-0.39264000000,-9.80000,
-0.39255996875,-9.80000,
-0.39248000000,-9.80000,
-0.39240000000,-9.80000,
-0.39231996875,-9.80000,
-0.39224000000,-9.80000,
-0.39216000000,-9.80000,
-0.39207996875,-9.80000,
-0.39200000000,-9.80000,
-0.39192000000,-9.80000,
-0.39183996875,-9.80000,
-0.39176000000,-9.80000,
-0.39168000000,-9.80000,
-0.39159996875,-9.80000,
-0.39152000000,-9.80000,
-0.39144000000,-9.80000,
-0.39136000000,-9.80000,
-0.39128000000,-9.80000,
-0.39119996875,-9.80000,
-0.39112000000,-9.80000,
-0.39104000000,-9.80000,
-0.39095996875,-9.80000,
-0.39088000000,-9.80000,
-0.39080000000,-9.80000,
-0.39071996875,-9.80000,
-0.39064000000,-9.80000,
-0.39056000000,-9.80000,
-0.39047996875,-9.80000,
-0.39040000000,-9.80000,
-0.39032000000,-9.80000,
-0.39023996875,-9.80000,
-0.39016000000,-9.80000,
-0.39008000000,-9.80000,
-0.39000000000,-9.80000,
-0.38992000000,-9.80000,
-0.38983996875,-9.80000,
-0.38976000000,-9.80000,
-0.38968000000,-9.80000,
-0.38959996875,-9.80000,
-0.38952000000,-9.80000,
-0.38944000000,-9.80000,
-0.38935996875,-9.80000,
-0.38928000000,-9.80000,
-0.38920000000,-9.80000,
-0.38911996875,-9.80000,
-0.38904000000,-9.80000,
-0.38896000000,-9.80000,
-0.38888000000,-9.80000,
-0.38880000000,-9.80000,
-0.38871996875,-9.80000,
-0.38864000000,-9.80000,
-0.38856000000,-9.80000,
-0.38847996875,-9.80000,
-0.38840000000,-9.80000,
-0.38832000000,-9.80000,
-0.38823996875,-9.80000,
-0.38816000000,-9.80000,
-0.38808000000,-9.80000,
-0.38799996875,-9.80000,
-0.38792000000,-9.80000,
-0.38784000000,-9.80000,
-0.38775996875,-9.80000,
-0.38768000000,-9.80000,
-0.38760000000,-9.80000,
-0.38752000000,-9.80000,
-0.38744000000,-9.80000,
-0.38735996875,-9.80000,
-0.38728000000,-9.80000,
-0.38720000000,-9.80000,
-0.38711996875,-9.80000,
-0.38704000000,-9.60000,
-0.38696000000,-9.20000,
-0.38687996875,-8.80000,
-0.38680000000,-8.20000,
-0.38672000000,-7.40000,
-0.38663996875,-6.40000,
-0.38656000000,-5.40000,
-0.38648000000,-4.40000,
-0.38639996875,-3.40000,
-0.38632000000,-1.80000,
-0.38623996875,-0.40000,
-0.38616000000,1.40000,
-0.38608000000,3.00000,
-0.38599996875,5.20000,
-0.38592000000,6.80000,
-0.38584000000,9.20000,
-0.38575996875,9.60000,
-0.38568000000,9.60000,
-0.38560000000,9.60000,
-0.38551996875,9.60000,
-0.38544000000,9.60000,
-0.38536000000,9.60000,
-0.38527996875,9.80000,
-0.38520000000,9.60000,
-0.38512000000,9.60000,
-0.38504000000,9.60000,
-0.38496000000,9.80000,
-0.38487996875,9.60000,
-0.38480000000,9.80000,
-0.38472000000,9.60000,
-0.38463996875,9.80000,
-0.38456000000,9.80000,
-0.38448000000,9.80000,
-0.38439996875,9.60000,
-0.38432000000,9.80000,
-0.38424000000,9.80000,
-0.38415996875,9.80000,
-0.38408000000,9.80000,
-0.38400000000,9.80000,
-0.38391996875,9.80000,
-0.38384000000,9.80000,
-0.38375996875,9.80000,
-0.38368000000,9.80000,
-0.38360000000,9.80000,
-0.38351996875,9.80000,
-0.38344000000,9.80000,
-0.38336000000,9.80000,
-0.38327996875,9.80000,
-0.38320000000,9.80000,
-0.38312000000,9.80000,
-0.38303996875,9.80000,
-0.38296000000,9.80000,
-0.38288000000,9.80000,
-0.38279996875,10.00000,
-0.38272000000,9.80000,
-0.38264000000,9.80000,
-0.38256000000,9.80000,
-0.38248000000,9.80000,
-0.38239996875,9.80000,
-0.38232000000,9.80000,
-0.38224000000,10.00000,
-0.38215996875,9.80000,
-0.38208000000,10.00000,
-0.38200000000,9.80000,
-0.38191996875,10.00000,
-0.38184000000,10.00000,
-0.38176000000,9.80000,
-0.38167996875,9.80000,
-0.38160000000,9.80000,
-0.38152000000,10.00000,
-0.38143996875,9.80000,
-0.38136000000,10.00000,
-0.38128000000,10.00000,
-0.38120000000,10.00000,
-0.38112000000,9.80000,
-0.38103996875,9.80000,
-0.38096000000,10.00000,
-0.38088000000,9.80000,
-0.38079996875,9.80000,
-0.38072000000,9.80000,
-0.38064000000,10.00000,
-0.38055996875,10.00000,
-0.38048000000,9.80000,
-0.38040000000,10.00000,
-0.38031996875,10.00000,
-0.38024000000,9.80000,
-0.38016000000,10.00000,
-0.38008000000,10.00000,
-0.38000000000,10.00000,
-0.37991996875,10.00000,
-0.37984000000,10.00000,
-0.37976000000,9.80000,
-0.37967996875,9.80000,
-0.37960000000,9.80000,
-0.37952000000,10.00000,
-0.37943996875,9.80000,
-0.37936000000,9.80000,
-0.37928000000,10.00000,
-0.37919996875,10.00000,
-0.37912000000,10.00000,
-0.37904000000,9.80000,
-0.37895996875,9.80000,
-0.37888000000,10.00000,
-0.37880000000,10.00000,
-0.37872000000,10.00000,
-0.37864000000,10.00000,
-0.37855996875,10.00000,
-0.37848000000,10.00000,
-0.37840000000,10.00000,
-0.37831996875,9.80000,
-0.37824000000,9.80000,
-0.37816000000,10.00000,
-0.37807996875,9.80000,
-0.37800000000,10.00000,
-0.37792000000,9.80000,
-0.37783996875,10.00000,
-0.37776000000,10.00000,
-0.37768000000,10.00000,
-0.37760000000,9.80000,
-0.37752000000,10.00000,
-0.37743996875,9.80000,
-0.37736000000,9.80000,
-0.37728000000,9.80000,
-0.37719996875,9.80000,
-0.37712000000,10.00000,
-0.37704000000,9.80000,
-0.37695996875,10.00000,
-0.37688000000,9.80000,
-0.37680000000,9.80000,
-0.37671996875,9.80000,
-0.37664000000,10.00000,
-0.37656000000,10.00000,
-0.37647996875,9.80000,
-0.37640000000,9.80000,
-0.37632000000,10.00000,
-0.37624000000,9.80000,
-0.37616000000,9.80000,
-0.37607996875,9.80000,
-0.37600000000,9.80000,
-0.37592000000,9.80000,
-0.37583996875,9.80000,
-0.37576000000,9.80000,
-0.37568000000,9.80000,
-0.37559996875,9.80000,
-0.37552000000,9.80000,
-0.37544000000,9.80000,
-0.37535996875,10.00000,
-0.37528000000,9.80000,
-0.37520000000,9.80000,
-0.37511996875,9.80000,
-0.37504000000,9.80000,
-0.37496000000,9.80000,
-0.37488000000,9.80000,
-0.37480000000,9.80000,
-0.37471996875,10.00000,
-0.37464000000,9.80000,
-0.37456000000,9.80000,
-0.37447996875,10.00000,
-0.37440000000,10.00000,
-0.37432000000,9.80000,
-0.37423996875,10.00000,
-0.37416000000,9.80000,
-0.37408000000,9.80000,
-0.37399996875,9.80000,
-0.37392000000,9.80000,
-0.37384000000,9.80000,
-0.37376000000,9.80000,
-0.37368000000,9.80000,
-0.37359996875,10.00000,
-0.37352000000,9.80000,
-0.37344000000,9.80000,
-0.37335996875,9.80000,
-0.37328000000,9.80000,
-0.37320000000,9.80000,
-0.37311996875,9.80000,
-0.37304000000,9.80000,
-0.37296000000,9.80000,
-0.37287996875,9.80000,
-0.37280000000,9.80000,
-0.37272000000,10.00000,
-0.37263996875,9.80000,
-0.37256000000,9.80000,
-0.37248000000,10.00000,
-0.37240000000,9.80000,
-0.37232000000,9.80000,
-0.37223996875,10.00000,
-0.37216000000,10.00000,
-0.37208000000,9.80000,
-0.37199996875,9.80000,
-0.37192000000,10.00000,
-0.37184000000,9.80000,
-0.37175996875,9.80000,
-0.37168000000,10.00000,
-0.37160000000,9.80000,
-0.37151996875,10.00000,
-0.37144000000,10.00000,
-0.37136000000,9.80000,
-0.37128000000,9.80000,
-0.37120000000,9.80000,
-0.37111996875,9.80000,
-0.37104000000,9.80000,
-0.37096000000,9.80000,
-0.37087996875,10.00000,
-0.37080000000,9.80000,
-0.37072000000,9.80000,
-0.37063996875,9.80000,
-0.37056000000,9.80000,
-0.37048000000,9.80000,
-0.37039996875,10.00000,
-0.37032000000,9.80000,
-0.37024000000,10.00000,
-0.37015996875,10.00000,
-0.37008000000,10.00000,
-0.37000000000,9.80000,
-0.36992000000,9.80000,
-0.36984000000,10.00000,
-0.36975996875,9.80000,
-0.36968000000,9.80000,
-0.36960000000,10.00000,
-0.36951996875,9.80000,
-0.36944000000,9.80000,
-0.36936000000,9.80000,
-0.36927996875,9.80000,
-0.36920000000,9.80000,
-0.36912000000,9.80000,
-0.36903996875,9.80000,
-0.36896000000,9.80000,
-0.36888000000,9.80000,
-0.36880000000,9.80000,
-0.36872000000,10.00000,
-0.36864000000,9.80000,
-0.36856000000,9.80000,
-0.36848000000,9.80000,
-0.36839996875,9.80000,
-0.36832000000,9.80000,
-0.36824000000,9.80000,
-0.36815996875,9.80000,
-0.36808000000,9.80000,
-0.36800000000,9.60000,
-0.36791996875,9.40000,
-0.36784000000,9.20000,
-0.36776000000,8.80000,
-0.36767996875,8.60000,
-0.36760000000,7.80000,
-0.36752000000,7.40000,
-0.36744000000,6.80000,
-0.36736000000,6.40000,
-0.36727996875,5.80000,
-0.36720000000,5.20000,
-0.36712000000,4.40000,
-0.36703996875,3.40000,
-0.36696000000,2.80000,
-0.36688000000,1.80000,
-0.36679996875,0.60000,
-0.36672000000,-0.40000,
-0.36664000000,-1.80000,
-0.36655996875,-2.80000,
-0.36648000000,-4.20000,
-0.36640000000,-5.80000,
-0.36631996875,-7.40000,
-0.36624000000,-9.00000,
-0.36616000000,-9.60000,
-0.36608000000,-9.60000,
-0.36600000000,-9.60000,
-0.36591996875,-9.60000,
-0.36584000000,-9.60000,
-0.36576000000,-9.60000,
-0.36567996875,-9.60000,
-0.36560000000,-9.60000,
-0.36552000000,-9.60000,
-0.36543996875,-9.60000,
-0.36536000000,-9.60000,
-0.36528000000,-9.60000,
-0.36519996875,-9.60000,
-0.36512000000,-9.60000,
-0.36504000000,-9.60000,
-0.36496000000,-9.60000,
-0.36488000000,-9.80000,
-0.36479996875,-9.60000,
-0.36472000000,-9.60000,
-0.36464000000,-9.80000,
-0.36455996875,-9.80000,
-0.36448000000,-9.60000,
-0.36440000000,-9.80000,
-0.36431996875,-9.80000,
-0.36424000000,-9.80000,
-0.36416000000,-9.80000,
-0.36407996875,-9.80000,
-0.36400000000,-9.80000,
-0.36392000000,-9.80000,
-0.36383996875,-9.80000,
-0.36376000000,-9.80000,
-0.36368000000,-9.80000,
-0.36360000000,-9.80000,
-0.36352000000,-9.80000,
-0.36343996875,-9.80000,
-0.36336000000,-9.80000,
-0.36328000000,-9.80000,
-0.36319996875,-9.80000,
-0.36312000000,-9.80000,
-0.36304000000,-9.80000,
-0.36295996875,-9.80000,
-0.36288000000,-9.80000,
-0.36280000000,-9.80000,
-0.36271996875,-9.80000,
-0.36264000000,-9.80000,
-0.36256000000,-9.80000,
-0.36248000000,-9.80000,
-0.36240000000,-9.80000,
-0.36231996875,-9.80000,
-0.36224000000,-9.80000,
-0.36216000000,-9.80000,
-0.36207996875,-9.80000,
-0.36200000000,-9.80000,
-0.36192000000,-9.80000,
-0.36183996875,-9.80000,
-0.36176000000,-9.80000,
-0.36168000000,-9.80000,
-0.36159996875,-9.80000,
-0.36152000000,-9.80000,
-0.36144000000,-9.80000,
-0.36135996875,-9.80000,
-0.36128000000,-9.80000,
-0.36120000000,-9.80000,
-0.36112000000,-9.80000,
-0.36104000000,-9.80000,
-0.36095996875,-9.80000,
-0.36088000000,-9.80000,
-0.36080000000,-9.80000,
-0.36071996875,-9.80000,
-0.36064000000,-9.80000,
-0.36056000000,-9.80000,
-0.36047996875,-9.80000,
-0.36040000000,-9.80000,
-0.36032000000,-9.80000,
-0.36023996875,-9.80000,
-0.36016000000,-9.80000,
-0.36008000000,-9.80000,
-0.36000000000,-9.80000,
-0.35992000000,-9.80000,
-0.35984000000,-9.80000,
-0.35976000000,-9.80000,
-0.35968000000,-9.80000,
-0.35959996875,-9.80000,
-0.35952000000,-9.80000,
-0.35944000000,-9.80000,
-0.35935996875,-9.80000,
-0.35928000000,-9.80000,
-0.35920000000,-9.80000,
-0.35911996875,-9.80000,
-0.35904000000,-9.80000,
-0.35896000000,-9.80000,
-0.35887996875,-9.80000,
-0.35880000000,-9.80000,
-0.35872000000,-9.80000,
-0.35864000000,-9.80000,
-0.35856000000,-9.80000,
-0.35847996875,-9.80000,
-0.35840000000,-9.80000,
-0.35832000000,-9.80000,
-0.35823996875,-9.80000,
-0.35816000000,-9.80000,
-0.35808000000,-9.80000,
-0.35799996875,-9.80000,
-0.35792000000,-9.80000,
-0.35784000000,-9.80000,
-0.35775996875,-9.80000,
-0.35768000000,-9.80000,
-0.35760000000,-9.80000,
-0.35751996875,-9.80000,
-0.35744000000,-9.80000,
-0.35736000000,-9.80000,
-0.35728000000,-9.80000,
-0.35720000000,-9.80000,
-0.35711996875,-9.80000,
-0.35704000000,-9.80000,
-0.35696000000,-9.80000,
-0.35687996875,-9.80000,
-0.35680000000,-9.80000,
-0.35672000000,-9.80000,
-0.35663996875,-9.80000,
-0.35656000000,-9.80000,
-0.35648000000,-9.80000,
-0.35639996875,-9.80000,
-0.35632000000,-9.80000,
-0.35624000000,-9.80000,
-0.35616000000,-9.80000,
-0.35608000000,-9.80000,
-0.35599996875,-9.80000,
-0.35592000000,-9.80000,
-0.35584000000,-9.80000,
-0.35575996875,-9.80000,
-0.35568000000,-9.80000,
-0.35560000000,-9.80000,
-0.35551996875,-9.80000,
-0.35544000000,-9.80000,
-0.35536000000,-9.80000,
-0.35527996875,-9.80000,
-0.35520000000,-9.80000,
-0.35512000000,-9.80000,
-0.35503996875,-9.80000,
-0.35496000000,-9.80000,
-0.35488000000,-9.80000,
-0.35480000000,-9.80000,
-0.35472000000,-9.80000,
-0.35463996875,-9.80000,
-0.35456000000,-9.80000,
-0.35448000000,-9.80000,
-0.35439996875,-9.80000,
-0.35432000000,-9.80000,
-0.35424000000,-9.80000,
-0.35415996875,-9.80000,
-0.35408000000,-9.80000,
-0.35400000000,-9.80000,
-0.35391996875,-9.80000,
-0.35384000000,-9.80000,
-0.35376000000,-9.80000,
-0.35368000000,-9.80000,
-0.35360000000,-9.80000,
-0.35352000000,-9.80000,
-0.35344000000,-9.80000,
-0.35336000000,-9.80000,
-0.35327996875,-9.80000,
-0.35320000000,-9.80000,
-0.35312000000,-9.80000,
-0.35303996875,-9.80000,
-0.35296000000,-9.80000,
-0.35288000000,-9.80000,
-0.35279996875,-9.80000,
-0.35272000000,-9.80000,
-0.35264000000,-9.80000,
-0.35255996875,-9.80000,
-0.35248000000,-9.80000,
-0.35240000000,-9.80000,
-0.35232000000,-9.80000,
-0.35224000000,-9.80000,
-0.35215996875,-9.80000,
-0.35208000000,-9.80000,
-0.35200000000,-9.80000,
-0.35191996875,-9.80000,
-0.35184000000,-9.80000,
-0.35176000000,-9.80000,
-0.35167996875,-9.80000,
-0.35160000000,-9.80000,
-0.35152000000,-9.80000,
-0.35143996875,-9.80000,
-0.35136000000,-9.80000,
-0.35128000000,-9.80000,
-0.35120000000,-9.80000,
-0.35112000000,-9.80000,
-0.35104000000,-9.80000,
-0.35096000000,-9.80000,
-0.35088000000,-9.80000,
-0.35079996875,-9.80000,
-0.35072000000,-9.80000,
-0.35064000000,-9.80000,
-0.35055996875,-9.80000,
-0.35048000000,-9.80000,
-0.35040000000,-9.80000,
-0.35031996875,-9.80000,
-0.35024000000,-9.80000,
-0.35016000000,-9.80000,
-0.35007996875,-9.80000,
-0.35000000000,-9.80000,
-0.34992000000,-9.80000,
-0.34984000000,-9.80000,
-0.34976000000,-9.80000,
-0.34967996875,-9.80000,
-0.34960000000,-9.80000,
-0.34952000000,-9.80000,
-0.34943996875,-9.80000,
-0.34936000000,-9.80000,
-0.34928000000,-9.80000,
-0.34919996875,-9.80000,
-0.34912000000,-9.80000,
-0.34904000000,-9.80000,
-0.34895996875,-9.80000,
-0.34888000000,-9.80000,
-0.34880000000,-9.80000,
-0.34871996875,-9.80000,
-0.34864000000,-9.80000,
-0.34856000000,-9.80000,
-0.34848000000,-9.80000,
-0.34840000000,-9.80000,
-0.34831996875,-9.80000,
-0.34824000000,-9.80000,
-0.34816000000,-9.80000,
-0.34807996875,-9.80000,
-0.34800000000,-9.80000,
-0.34792000000,-9.80000,
-0.34783996875,-9.80000,
-0.34776000000,-9.80000,
-0.34768000000,-9.80000,
-0.34759996875,-9.80000,
-0.34752000000,-9.80000,
-0.34744000000,-9.80000,
-0.34736000000,-9.20000,
-0.34728000000,-8.80000,
-0.34719996875,-8.60000,
-0.34712000000,-8.20000,
-0.34704000000,-7.40000,
-0.34695996875,-6.80000,
-0.34688000000,-6.20000,
-0.34680000000,-5.20000,
-0.34671996875,-4.20000,
-0.34664000000,-3.40000,
-0.34656000000,-2.40000,
-0.34647996875,-1.40000,
-0.34640000000,0.00,
-0.34632000000,1.20000,
-0.34623996875,2.80000,
-0.34616000000,4.00000,
-0.34608000000,5.40000,
-0.34600000000,7.20000,
-0.34592000000,8.80000,
-0.34583996875,9.60000,
-0.34576000000,9.60000,
-0.34568000000,9.60000,
-0.34559996875,9.60000,
-0.34552000000,9.60000,
-0.34544000000,9.80000,
-0.34535996875,9.60000,
-0.34528000000,9.60000,
-0.34520000000,9.80000,
-0.34511996875,9.60000,
-0.34504000000,9.60000,
-0.34496000000,9.60000,
-0.34488000000,9.80000,
-0.34480000000,9.80000,
-0.34472000000,9.80000,
-0.34464000000,9.80000,
-0.34456000000,9.80000,
-0.34447996875,9.80000,
-0.34440000000,9.80000,
-0.34432000000,9.80000,
-0.34423996875,9.80000,
-0.34416000000,9.80000,
-0.34408000000,9.80000,
-0.34399996875,9.80000,
-0.34392000000,9.80000,
-0.34384000000,9.80000,
-0.34375996875,9.80000,
-0.34368000000,9.80000,
-0.34360000000,9.80000,
-0.34352000000,9.80000,
-0.34344000000,9.80000,
-0.34335996875,9.80000,
-0.34328000000,9.80000,
-0.34320000000,9.80000,
-0.34311996875,9.80000,
-0.34304000000,9.80000,
-0.34296000000,9.80000,
-0.34287996875,9.80000,
-0.34280000000,9.80000,
-0.34272000000,9.80000,
-0.34263996875,9.80000,
-0.34256000000,9.80000,
-0.34248000000,9.80000,
-0.34240000000,9.80000,
-0.34232000000,9.80000,
-0.34224000000,10.00000,
-0.34216000000,9.80000,
-0.34208000000,9.80000,
-0.34199996875,9.80000,
-0.34192000000,10.00000,
-0.34184000000,10.00000,
-0.34175996875,9.80000,
-0.34168000000,9.80000,
-0.34160000000,10.00000,
-0.34151996875,9.80000,
-0.34144000000,10.00000,
-0.34136000000,10.00000,
-0.34127996875,10.00000,
-0.34120000000,9.80000,
-0.34112000000,10.00000,
-0.34104000000,10.00000,
-0.34096000000,10.00000,
-0.34087996875,9.80000,
-0.34080000000,10.00000,
-0.34072000000,10.00000,
-0.34063996875,10.00000,
-0.34056000000,9.80000,
-0.34048000000,10.00000,
-0.34039996875,10.00000,
-0.34032000000,10.00000,
-0.34024000000,10.00000,
-0.34015996875,9.80000,
-0.34008000000,9.80000,
-0.34000000000,10.00000,
-0.33991996875,9.80000,
-0.33984000000,10.00000,
-0.33976000000,10.00000,
-0.33968000000,9.80000,
-0.33960000000,10.00000,
-0.33951996875,10.00000,
-0.33944000000,9.80000,
-0.33936000000,9.80000,
-0.33927996875,10.00000,
-0.33920000000,10.00000,
-0.33912000000,9.80000,
-0.33903996875,9.80000,
-0.33896000000,10.00000,
-0.33888000000,10.00000,
-0.33879996875,9.80000,
-0.33872000000,9.80000,
-0.33864000000,10.00000,
-0.33856000000,10.00000,
-0.33848000000,9.80000,
-0.33840000000,9.80000,
-0.33832000000,10.00000,
-0.33824000000,10.00000,
-0.33815996875,9.80000,
-0.33808000000,9.80000,
-0.33800000000,9.80000,
-0.33791996875,9.80000,
-0.33784000000,10.00000,
-0.33776000000,9.80000,
-0.33767996875,9.80000,
-0.33760000000,9.80000,
-0.33752000000,10.00000,
-0.33743996875,9.80000,
-0.33736000000,9.80000,
-0.33728000000,9.80000,
-0.33720000000,10.00000,
-0.33712000000,9.80000,
-0.33703996875,9.80000,
-0.33696000000,9.80000,
-0.33688000000,9.80000,
-0.33679996875,10.00000,
-0.33672000000,10.00000,
-0.33664000000,9.80000,
-0.33655996875,9.80000,
-0.33648000000,9.80000,
-0.33640000000,9.80000,
-0.33631996875,9.80000,
-0.33624000000,9.80000,
-0.33616000000,9.80000,
-0.33608000000,9.80000,
-0.33600000000,10.00000,
-0.33592000000,9.80000,
-0.33584000000,9.80000,
-0.33576000000,10.00000,
-0.33567996875,10.00000,
-0.33560000000,10.00000,
-0.33552000000,9.80000,
-0.33543996875,9.80000,
-0.33536000000,9.80000,
-0.33528000000,9.80000,
-0.33519996875,10.00000,
-0.33512000000,9.80000,
-0.33504000000,9.80000,
-0.33495996875,10.00000,
-0.33488000000,9.80000,
-0.33480000000,9.80000,
-0.33472000000,9.80000,
-0.33464000000,9.80000,
-0.33455996875,9.80000,
-0.33448000000,9.80000,
-0.33440000000,10.00000,
-0.33431996875,9.80000,
-0.33424000000,10.00000,
-0.33416000000,10.00000,
-0.33407996875,9.80000,
-0.33400000000,9.80000,
-0.33392000000,9.80000,
-0.33383996875,9.80000,
-0.33376000000,9.80000,
-0.33368000000,9.80000,
-0.33360000000,10.00000,
-0.33352000000,9.80000,
-0.33344000000,10.00000,
-0.33336000000,9.80000,
-0.33328000000,9.80000,
-0.33319996875,9.80000,
-0.33312000000,10.00000,
-0.33304000000,9.80000,
-0.33295996875,9.80000,
-0.33288000000,9.80000,
-0.33280000000,9.80000,
-0.33271996875,9.80000,
-0.33264000000,9.80000,
-0.33256000000,9.80000,
-0.33247996875,9.80000,
-0.33240000000,9.80000,
-0.33232000000,9.80000,
-0.33224000000,9.80000,
-0.33216000000,9.80000,
-0.33207996875,9.80000,
-0.33200000000,9.80000,
-0.33192000000,9.80000,
-0.33183996875,9.80000,
-0.33176000000,9.80000,
-0.33168000000,9.80000,
-0.33159996875,9.80000,
-0.33152000000,10.00000,
-0.33144000000,9.80000,
-0.33135996875,9.80000,
-0.33128000000,9.80000,
-0.33120000000,9.80000,
-0.33112000000,9.80000,
-0.33104000000,9.80000,
-0.33096000000,10.00000,
-0.33088000000,9.80000,
-0.33080000000,10.00000,
-0.33071996875,9.80000,
-0.33064000000,10.00000,
-0.33056000000,9.80000,
-0.33047996875,9.80000,
-0.33040000000,9.80000,
-0.33032000000,9.80000,
-0.33023996875,9.80000,
-0.33016000000,9.80000,
-0.33008000000,9.60000,
-0.32999996875,9.40000,
-0.32992000000,8.80000,
-0.32984000000,8.60000,
-0.32976000000,7.80000,
-0.32968000000,7.00000,
-0.32960000000,6.20000,
-0.32952000000,5.20000,
-0.32944000000,4.00000,
-0.32935996875,3.00000,
-0.32928000000,1.80000,
-0.32920000000,0.40000,
-0.32911996875,-1.00000,
-0.32904000000,-2.80000,
-0.32896000000,-4.40000,
-0.32887996875,-6.40000,
-0.32880000000,-8.20000,
-0.32872000000,-9.60000,
-0.32863996875,-9.60000,
-0.32856000000,-9.60000,
-0.32848000000,-9.60000,
-0.32840000000,-9.60000,
-0.32832000000,-9.60000,
-0.32823996875,-9.60000,
-0.32816000000,-9.60000,
-0.32808000000,-9.60000,
-0.32799996875,-9.60000,
-0.32792000000,-9.60000,
-0.32784000000,-9.60000,
-0.32775996875,-9.60000,
-0.32768000000,-9.60000,
-0.32760000000,-9.60000,
-0.32751996875,-9.60000,
-0.32744000000,-9.60000,
-0.32736000000,-9.60000,
-0.32728000000,-9.60000,
-0.32720000000,-9.60000,
-0.32712000000,-9.60000,
-0.32704000000,-9.80000,
-0.32696000000,-9.80000,
-0.32687996875,-9.80000,
-0.32680000000,-9.60000,
-0.32672000000,-9.80000,
-0.32663996875,-9.60000,
-0.32656000000,-9.60000,
-0.32648000000,-9.80000,
-0.32639996875,-9.60000,
-0.32632000000,-9.80000,
-0.32624000000,-9.80000,
-0.32615996875,-9.80000,
-0.32608000000,-9.80000,
-0.32600000000,-9.80000,
