Source,CH1
Second,Volt
-0.79280000000,7.40000,
-0.79271993750,6.80000,
-0.79264000000,6.20000,
-0.79256000000,5.20000,
-0.79248000000,4.20000,
-0.79240000000,3.20000,
-0.79231993750,2.00000,
-0.79223993750,1.00000,
-0.79216000000,-0.40000,
-0.79208000000,-1.60000,
-0.79200000000,-2.80000,
-0.79192000000,-4.20000,
-0.79183993750,-5.60000,
-0.79175993750,-7.20000,
-0.79168000000,-8.60000,
-0.79160000000,-9.60000,
-0.79152000000,-9.60000,
-0.79143993750,-9.60000,
-0.79135993750,-9.60000,
-0.79128000000,-9.60000,
-0.79120000000,-9.60000,
-0.79112000000,-9.60000,
-0.79104000000,-9.60000,
-0.79095993750,-9.60000,
-0.79087993750,-9.60000,
-0.79080000000,-9.60000,
-0.79072000000,-9.60000,
-0.79064000000,-9.60000,
-0.79056000000,-9.60000,
-0.79047993750,-9.60000,
-0.79039993750,-9.60000,
-0.79032000000,-9.80000,
-0.79024000000,-9.80000,
-0.79016000000,-9.60000,
-0.79007993750,-9.80000,
-0.78999993750,-9.80000,
-0.78992000000,-9.60000,
-0.78984000000,-9.80000,
-0.78976000000,-9.80000,
-0.78968000000,-9.80000,
-0.78959993750,-9.60000,
-0.78951993750,-9.80000,
-0.78944000000,-9.80000,
-0.78936000000,-9.60000,
-0.78928000000,-9.80000,
-0.78920000000,-9.80000,
-0.78911993750,-9.80000,
-0.78904000000,-9.80000,
-0.78896000000,-9.80000,
-0.78888000000,-9.80000,
-0.78880000000,-9.80000,
-0.78871993750,-9.80000,
-0.78863993750,-9.80000,
-0.78856000000,-9.80000,
-0.78848000000,-9.80000,
-0.78840000000,-9.80000,
-0.78832000000,-9.80000,
-0.78823993750,-9.80000,
-0.78815993750,-9.80000,
-0.78808000000,-9.80000,
-0.78800000000,-9.80000,
-0.78792000000,-9.80000,
-0.78784000000,-9.80000,
-0.78775993750,-9.80000,
-0.78768000000,-9.80000,
-0.78760000000,-9.80000,
-0.78752000000,-9.80000,
-0.78744000000,-9.80000,
-0.78735993750,-9.80000,
-0.78727993750,-9.80000,
-0.78720000000,-9.80000,
-0.78712000000,-9.80000,
-0.78704000000,-9.80000,
-0.78696000000,-9.80000,
-0.78687993750,-9.80000,
-0.78679993750,-9.80000,
-0.78672000000,-9.80000,
-0.78664000000,-9.80000,
-0.78656000000,-0.40000,
-0.78648000000,9.60000,
-0.78639993750,9.60000,
-0.78632000000,6.20000,
-0.78624000000,-1.40000,
-0.78616000000,-8.80000,
-0.78608000000,-9.80000,
-0.78599993750,-9.80000,
-0.78591993750,-9.80000,
-0.78584000000,-9.80000,
-0.78576000000,-9.80000,
-0.78568000000,-9.80000,
-0.78560000000,-9.80000,
-0.78551993750,-9.80000,
-0.78543993750,-9.80000,
-0.78536000000,-9.80000,
-0.78528000000,-9.80000,
-0.78520000000,-9.80000,
-0.78511993750,-9.80000,
-0.78503993750,-9.80000,
-0.78496000000,-9.80000,
-0.78488000000,-9.80000,
-0.78480000000,-9.80000,
-0.78472000000,-9.80000,
-0.78463993750,-9.80000,
-0.78455993750,-9.80000,
-0.78448000000,-9.80000,
-0.78440000000,-9.80000,
-0.78432000000,-9.80000,
-0.78424000000,-9.80000,
-0.78415993750,-9.80000,
-0.78408000000,-9.80000,
-0.78400000000,-9.80000,
-0.78392000000,-9.80000,
-0.78384000000,-9.80000,
-0.78375993750,-9.80000,
-0.78367993750,-9.80000,
-0.78360000000,-9.80000,
-0.78352000000,-9.80000,
-0.78344000000,-9.80000,
-0.78336000000,-9.80000,
-0.78327993750,-9.80000,
-0.78319993750,-9.80000,
-0.78312000000,-9.80000,
-0.78304000000,-9.80000,
-0.78296000000,-9.80000,
-0.78288000000,-9.80000,
-0.78279993750,-9.80000,
-0.78272000000,-9.80000,
-0.78264000000,-9.80000,
-0.78256000000,-9.80000,
-0.78248000000,-9.80000,
-0.78239993750,-9.80000,
-0.78231993750,-9.80000,
-0.78224000000,-9.80000,
-0.78216000000,-9.80000,
-0.78208000000,-9.80000,
-0.78200000000,-9.80000,
-0.78191993750,-8.60000,
-0.78183993750,9.60000,
-0.78176000000,9.60000,
-0.78168000000,3.00000,
-0.78160000000,-3.80000,
-0.78152000000,-9.80000,
-0.78143993750,-9.80000,
-0.78136000000,-9.80000,
-0.78128000000,-9.80000,
-0.78120000000,-9.80000,
-0.78112000000,-9.80000,
-0.78103993750,-9.80000,
-0.78095993750,-9.80000,
-0.78088000000,-9.80000,
-0.78080000000,-9.80000,
-0.78072000000,-9.80000,
-0.78064000000,-9.80000,
-0.78055993750,-9.80000,
-0.78047993750,-9.80000,
-0.78040000000,-9.80000,
-0.78032000000,-9.80000,
-0.78024000000,-9.80000,
-0.78016000000,-9.80000,
-0.78007993750,-9.80000,
-0.78000000000,-9.80000,
-0.77992000000,-9.80000,
-0.77984000000,-9.80000,
-0.77976000000,-9.80000,
-0.77967993750,-9.80000,
-0.77959993750,-9.80000,
-0.77952000000,-9.80000,
-0.77944000000,-9.80000,
-0.77936000000,-9.80000,
-0.77928000000,-9.80000,
-0.77919993750,-9.80000,
-0.77911993750,-9.80000,
-0.77904000000,-9.80000,
-0.77896000000,-9.80000,
-0.77888000000,-9.80000,
-0.77879993750,-9.80000,
-0.77871993750,-9.80000,
-0.77864000000,-9.80000,
-0.77856000000,-9.80000,
-0.77848000000,-9.80000,
-0.77840000000,-9.80000,
-0.77831993750,-9.80000,
-0.77823993750,-9.80000,
-0.77816000000,-9.80000,
-0.77808000000,-9.80000,
-0.77800000000,-9.80000,
-0.77792000000,-9.80000,
-0.77783993750,-9.80000,
-0.77776000000,-9.80000,
-0.77768000000,-9.80000,
-0.77760000000,-9.80000,
-0.77752000000,-9.80000,
-0.77743993750,-9.80000,
-0.77735993750,-9.80000,
-0.77728000000,-9.80000,
-0.77720000000,-9.80000,
-0.77712000000,-9.80000,
-0.77704000000,-9.80000,
-0.77695993750,-9.80000,
-0.77687993750,-9.80000,
-0.77680000000,-9.80000,
-0.77672000000,-9.80000,
-0.77664000000,-9.80000,
-0.77656000000,-9.80000,
-0.77647993750,-9.80000,
-0.77640000000,-9.80000,
-0.77632000000,-9.80000,
-0.77624000000,-9.80000,
-0.77616000000,-9.80000,
-0.77607993750,-9.80000,
-0.77599993750,-9.80000,
-0.77592000000,-9.80000,
-0.77584000000,-9.80000,
-0.77576000000,-9.80000,
-0.77568000000,-9.80000,
-0.77559993750,-9.80000,
-0.77551993750,-9.80000,
-0.77544000000,-9.80000,
-0.77536000000,-9.80000,
-0.77528000000,-9.80000,
-0.77520000000,-9.80000,
-0.77511993750,-9.80000,
-0.77504000000,-9.80000,
-0.77496000000,-9.80000,
-0.77488000000,-9.80000,
-0.77480000000,-9.60000,
-0.77471993750,-9.20000,
-0.77463993750,-8.80000,
-0.77456000000,-8.80000,
-0.77448000000,-8.40000,
-0.77440000000,-8.00000,
-0.77432000000,-7.40000,
-0.77423993750,-6.80000,
-0.77415993750,-6.40000,
-0.77408000000,-5.80000,
-0.77400000000,-5.20000,
-0.77392000000,-4.40000,
-0.77384000000,-3.60000,
-0.77375993750,-2.80000,
-0.77368000000,-1.80000,
-0.77360000000,-0.80000,
-0.77352000000,0.40000,
-0.77344000000,1.40000,
-0.77335993750,2.60000,
-0.77327993750,4.00000,
-0.77320000000,5.20000,
-0.77312000000,6.80000,
-0.77304000000,8.60000,
-0.77296000000,9.60000,
-0.77287993750,9.60000,
-0.77279993750,9.60000,
-0.77272000000,9.60000,
-0.77264000000,9.60000,
-0.77256000000,9.60000,
-0.77247993750,9.60000,
-0.77239993750,9.60000,
-0.77232000000,9.60000,
-0.77224000000,9.60000,
-0.77216000000,9.60000,
-0.77208000000,9.60000,
-0.77199993750,9.80000,
-0.77191993750,9.60000,
-0.77184000000,9.60000,
-0.77176000000,9.60000,
-0.77168000000,9.80000,
-0.77160000000,9.80000,
-0.77151993750,9.80000,
-0.77144000000,9.60000,
-0.77136000000,9.80000,
-0.77128000000,9.80000,
-0.77120000000,9.80000,
-0.77111993750,9.80000,
-0.77103993750,9.80000,
-0.77096000000,9.80000,
-0.77088000000,9.80000,
-0.77080000000,9.80000,
-0.77072000000,9.80000,
-0.77063993750,9.80000,
-0.77055993750,9.80000,
-0.77048000000,9.80000,
-0.77040000000,9.80000,
-0.77032000000,9.80000,
-0.77024000000,9.80000,
-0.77015993750,9.80000,
-0.77008000000,9.80000,
-0.77000000000,9.80000,
-0.76992000000,9.80000,
-0.76984000000,9.80000,
-0.76975993750,9.80000,
-0.76967993750,9.80000,
-0.76960000000,9.80000,
-0.76952000000,9.80000,
-0.76944000000,10.00000,
-0.76936000000,10.00000,
-0.76927993750,9.80000,
-0.76919993750,9.80000,
-0.76912000000,9.80000,
-0.76904000000,10.00000,
-0.76896000000,9.80000,
-0.76888000000,9.80000,
-0.76879993750,9.80000,
-0.76872000000,10.00000,
-0.76864000000,10.00000,
-0.76856000000,9.80000,
-0.76848000000,9.80000,
-0.76839993750,10.00000,
-0.76831993750,10.00000,
-0.76824000000,9.80000,
-0.76816000000,9.80000,
-0.76808000000,10.00000,
-0.76800000000,9.80000,
-0.76791993750,10.00000,
-0.76783993750,10.00000,
-0.76776000000,9.80000,
-0.76768000000,10.00000,
-0.76760000000,10.00000,
-0.76751993750,9.80000,
-0.76743993750,9.80000,
-0.76736000000,10.00000,
-0.76728000000,10.00000,
-0.76720000000,10.00000,
-0.76712000000,10.00000,
-0.76703993750,10.00000,
-0.76695993750,10.00000,
-0.76688000000,10.00000,
-0.76680000000,10.00000,
-0.76672000000,9.80000,
-0.76664000000,10.00000,
-0.76655993750,10.00000,
-0.76648000000,9.80000,
-0.76640000000,10.00000,
-0.76632000000,10.00000,
-0.76624000000,9.80000,
-0.76615993750,10.00000,
-0.76607993750,9.80000,
-0.76600000000,9.80000,
-0.76592000000,10.00000,
-0.76584000000,10.00000,
-0.76576000000,10.00000,
-0.76567993750,10.00000,
-0.76559993750,10.00000,
-0.76552000000,9.80000,
-0.76544000000,9.80000,
-0.76536000000,10.00000,
-0.76528000000,10.00000,
-0.76519993750,9.80000,
-0.76512000000,10.00000,
-0.76504000000,9.80000,
-0.76496000000,9.80000,
-0.76488000000,9.80000,
-0.76479993750,9.80000,
-0.76471993750,9.80000,
-0.76464000000,9.80000,
-0.76456000000,9.80000,
-0.76448000000,9.80000,
-0.76440000000,9.80000,
-0.76431993750,9.80000,
-0.76423993750,10.00000,
-0.76416000000,9.80000,
-0.76408000000,9.80000,
-0.76400000000,9.80000,
-0.76392000000,9.80000,
-0.76383993750,10.00000,
-0.76376000000,9.80000,
-0.76368000000,9.80000,
-0.76360000000,10.00000,
-0.76352000000,9.80000,
-0.76343993750,9.80000,
-0.76335993750,9.80000,
-0.76328000000,9.80000,
-0.76320000000,10.00000,
-0.76312000000,9.80000,
-0.76304000000,9.80000,
-0.76295993750,9.80000,
-0.76287993750,9.80000,
-0.76280000000,9.80000,
-0.76272000000,10.00000,
-0.76264000000,10.00000,
-0.76256000000,10.00000,
-0.76247993750,10.00000,
-0.76240000000,9.80000,
-0.76232000000,9.80000,
-0.76224000000,9.80000,
-0.76216000000,9.80000,
-0.76207993750,9.80000,
-0.76199993750,9.80000,
-0.76192000000,9.80000,
-0.76184000000,9.80000,
-0.76176000000,9.80000,
-0.76168000000,9.80000,
-0.76159993750,9.80000,
-0.76151993750,9.80000,
-0.76144000000,9.80000,
-0.76136000000,10.00000,
-0.76128000000,9.80000,
-0.76119993750,9.80000,
-0.76111993750,10.00000,
-0.76104000000,9.80000,
-0.76096000000,9.80000,
-0.76088000000,10.00000,
-0.76080000000,9.80000,
-0.76071993750,9.80000,
-0.76063993750,10.00000,
-0.76056000000,10.00000,
-0.76048000000,9.80000,
-0.76040000000,9.80000,
-0.76032000000,9.80000,
-0.76023993750,9.80000,
-0.76016000000,9.80000,
-0.76008000000,10.00000,
-0.76000000000,10.00000,
-0.75992000000,9.80000,
-0.75983993750,9.80000,
-0.75975993750,9.80000,
-0.75968000000,9.80000,
-0.75960000000,10.00000,
-0.75952000000,9.80000,
-0.75944000000,9.80000,
-0.75935993750,9.80000,
-0.75927993750,9.80000,
-0.75920000000,9.80000,
-0.75912000000,10.00000,
-0.75904000000,9.80000,
-0.75896000000,9.80000,
-0.75887993750,10.00000,
-0.75880000000,9.80000,
-0.75872000000,9.80000,
-0.75864000000,9.80000,
-0.75856000000,9.80000,
-0.75847993750,9.80000,
-0.75839993750,9.80000,
-0.75832000000,9.80000,
-0.75824000000,9.80000,
-0.75816000000,10.00000,
-0.75808000000,9.80000,
-0.75799993750,10.00000,
-0.75791993750,9.80000,
-0.75784000000,9.80000,
-0.75776000000,9.80000,
-0.75768000000,9.80000,
-0.75760000000,10.00000,
-0.75751993750,9.80000,
-0.75744000000,10.00000,
-0.75736000000,10.00000,
-0.75728000000,9.80000,
-0.75720000000,9.80000,
-0.75711993750,9.80000,
-0.75703993750,9.80000,
-0.75696000000,9.80000,
-0.75688000000,9.80000,
-0.75680000000,9.80000,
-0.75672000000,10.00000,
-0.75663993750,10.00000,
-0.75655993750,9.80000,
-0.75648000000,9.80000,
-0.75640000000,9.80000,
-0.75632000000,9.80000,
-0.75624000000,9.80000,
-0.75615993750,9.80000,
-0.75608000000,9.80000,
-0.75600000000,9.80000,
-0.75592000000,9.80000,
-0.75584000000,9.80000,
-0.75575993750,9.60000,
-0.75567993750,9.40000,
-0.75560000000,9.20000,
-0.75552000000,8.80000,
-0.75544000000,8.60000,
-0.75536000000,8.20000,
-0.75527993750,7.40000,
-0.75520000000,6.80000,
-0.75512000000,6.20000,
-0.75504000000,5.40000,
-0.75496000000,4.20000,
-0.75487993750,3.20000,
-0.75479993750,2.00000,
-0.75472000000,0.60000,
-0.75464000000,-0.60000,
-0.75456000000,-2.00000,
-0.75448000000,-3.80000,
-0.75439993750,-5.40000,
-0.75431993750,-7.40000,
-0.75424000000,-9.20000,
-0.75416000000,-9.60000,
-0.75408000000,-9.60000,
-0.75400000000,-9.60000,
-0.75391993750,-9.60000,
-0.75384000000,-9.40000,
-0.75376000000,-9.60000,
-0.75368000000,-9.40000,
-0.75360000000,-9.60000,
-0.75351993750,-9.60000,
-0.75343993750,-9.60000,
-0.75336000000,-9.60000,
-0.75328000000,-9.60000,
-0.75320000000,-9.80000,
-0.75312000000,-9.80000,
-0.75303993750,-9.60000,
-0.75295993750,-9.60000,
-0.75288000000,-9.60000,
-0.75280000000,-9.80000,
-0.75272000000,-9.60000,
-0.75264000000,-9.60000,
-0.75255993750,-9.80000,
-0.75248000000,-9.80000,
-0.75240000000,-9.60000,
-0.75232000000,-9.80000,
-0.75224000000,-9.60000,
-0.75215993750,-9.80000,
-0.75207993750,-9.80000,
-0.75200000000,-9.60000,
-0.75192000000,-9.80000,
-0.75184000000,-9.80000,
-0.75176000000,-9.80000,
-0.75167993750,-9.80000,
-0.75159993750,-9.60000,
-0.75152000000,-9.80000,
-0.75144000000,9.20000,
-0.75136000000,2.40000,
-0.75128000000,-5.00000,
-0.75119993750,-9.80000,
-0.75112000000,-9.80000,
-0.75104000000,-9.80000,
-0.75096000000,-9.80000,
-0.75088000000,-9.80000,
-0.75079993750,-9.80000,
-0.75071993750,-9.80000,
-0.75064000000,-9.80000,
-0.75056000000,-9.80000,
-0.75048000000,-9.80000,
-0.75040000000,-9.80000,
-0.75031993750,-9.80000,
-0.75023993750,-9.80000,
-0.75016000000,-9.80000,
-0.75008000000,-9.80000,
-0.75000000000,-9.80000,
-0.74992000000,-9.80000,
-0.74983993750,-9.80000,
-0.74976000000,-9.80000,
-0.74968000000,-9.80000,
-0.74960000000,-9.80000,
-0.74952000000,-9.80000,
-0.74943993750,-9.80000,
-0.74935993750,-9.80000,
-0.74928000000,-9.80000,
-0.74920000000,-9.80000,
-0.74912000000,-9.80000,
-0.74904000000,9.60000,
-0.74895993750,1.80000,
-0.74888000000,-7.40000,
-0.74880000000,-9.80000,
-0.74872000000,-9.80000,
-0.74864000000,-9.80000,
-0.74855993750,-9.80000,
-0.74847993750,-9.80000,
-0.74840000000,-9.80000,
-0.74832000000,-9.80000,
-0.74824000000,-9.80000,
-0.74816000000,-9.80000,
-0.74807993750,-9.80000,
-0.74799993750,-9.80000,
-0.74792000000,-9.80000,
-0.74784000000,-9.80000,
-0.74776000000,-9.80000,
-0.74768000000,-9.80000,
-0.74759993750,-9.80000,
-0.74752000000,-9.80000,
-0.74744000000,-9.80000,
-0.74736000000,-9.80000,
-0.74728000000,-9.80000,
-0.74719993750,-9.80000,
-0.74711993750,-9.80000,
-0.74704000000,-9.80000,
-0.74696000000,-9.80000,
-0.74688000000,-9.80000,
-0.74680000000,-9.80000,
-0.74671993750,-9.80000,
-0.74663993750,-9.80000,
-0.74656000000,-9.80000,
-0.74648000000,-9.80000,
-0.74640000000,-9.80000,
-0.74632000000,-9.80000,
-0.74623993750,-9.80000,
-0.74616000000,-9.80000,
-0.74608000000,-9.80000,
-0.74600000000,-9.80000,
-0.74592000000,-9.80000,
-0.74583993750,-9.80000,
-0.74575993750,-9.80000,
-0.74568000000,-9.80000,
-0.74560000000,-9.80000,
-0.74552000000,-9.80000,
-0.74544000000,-9.80000,
-0.74535993750,-9.80000,
-0.74527993750,-9.80000,
-0.74520000000,-9.80000,
-0.74512000000,-9.80000,
-0.74504000000,-9.80000,
-0.74496000000,-9.80000,
-0.74487993750,-9.80000,
-0.74480000000,-9.80000,
-0.74472000000,-9.80000,
-0.74464000000,-9.80000,
-0.74456000000,-9.80000,
-0.74447993750,-9.80000,
-0.74439993750,-9.80000,
-0.74432000000,-9.80000,
-0.74424000000,-9.80000,
-0.74416000000,-9.80000,
-0.74408000000,-9.80000,
-0.74399993750,-9.80000,
-0.74391993750,-9.80000,
-0.74384000000,-9.80000,
-0.74376000000,-9.80000,
-0.74368000000,-9.80000,
-0.74360000000,-9.80000,
-0.74351993750,-9.80000,
-0.74344000000,-9.80000,
-0.74336000000,-9.80000,
-0.74328000000,-9.80000,
-0.74320000000,-9.80000,
-0.74311993750,-9.80000,
-0.74303993750,-9.80000,
-0.74296000000,-9.80000,
-0.74288000000,-9.80000,
-0.74280000000,-9.80000,
-0.74272000000,-9.80000,
-0.74263993750,-9.80000,
-0.74256000000,-9.80000,
-0.74248000000,-9.80000,
-0.74240000000,-9.80000,
-0.74232000000,-9.80000,
-0.74223993750,-9.80000,
-0.74215993750,-9.80000,
